number,title,updated_at,html_url
11740,Support refresh operation for multi region Openstack,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11740
11711,Improve E2E Suites finish time,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11711
11705,Reduce excessive logging size,02/04/2025,https://github.hpe.com/hpsd/nfvd/issues/11705
11683,[EPIC] Improve GET /datacenters/:datacenterId/images API request,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11683
11673,[NFVD V2 Model] Validate and update queryVNF response parsing,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11673
11672,[NFVD V2 Model] Have a package with multi flavours for e2e tests,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11672
11670,As VDC User try migrate within same ORG with external-id same in trg vdc,28/02/2024,https://github.hpe.com/hpsd/nfvd/issues/11670
11653,Delete documentation related to assurance sync and monitors,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11653
11651,Update all the VNF Templates used in E2E Component Tests,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11651
11648,[NFVD V2 Model] New e2e suite for KO scenario verification of change_flavour operation on VNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11648
11647,[NFVD V2 Model] New wiremock mapping creation for change flavour operation,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11647
11646,[NFVD V2 Model] New e2e suite for OK scenario verification of change_flavour operation on VNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11646
11645,[NFVD V2 Model] Manual integration testing,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11645
11644,[NFVD V2 Model] Processing of grant response for change vnf flavour,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11644
11642,Clean-up assurance configuration from NFVD_CONFIGURATION table,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11642
11641,"[UI] - Allow multiple imports in ""Import Package"" modal",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11641
11633,"Remove monitor related artifacts, relationships and components",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11633
11625,[NFVD V2 Model] Add documentation changes for 'Change Flavour' operation of VNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11625
11619,[NFVD V2 Model] Support target_flavour query param in GET call of '/all-ip-addressing' FF-API for 'CHANGE_FLAVOUR' operation on VNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11619
11618,[NFVD V2 Model] Support target_flavour query param in POST call of '/all-ip-addressing' FF-API for 'CHANGE_FLAVOUR' operation on VNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11618
11616,[NFVD V2 Model] Support target_flavour query param in GET call of '/connect' FF-API for 'CHANGE_FLAVOUR' operation on VNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11616
11615,[NFVD V2 Model] Support target_flavour query param in POST call of '/connect' FF-API for 'CHANGE_FLAVOUR' operation on VNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11615
11613,[NFVD V2 Model] New endpoint to fetch all VNF flavours and their respective instantiation levels,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11613
11612,[NFVD V2 Model] UI to provide option for triggering Change VNF Flavour operation,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11612
11599,Personal hatred towards the word `container` ,21/02/2024,https://github.hpe.com/hpsd/nfvd/issues/11599
11589,[RESEARCH] OrgUser execute NFVO Onboard VNF package does create job without domainName and OrgName,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11589
11588,Upgrade NFVD to RedHat Linux 9.x ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11588
11568,[NFVD V2 Model] New VNF Statuses for 'CHANGE_FLAVOUR' operation on VNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11568
11567,[NFVD V2 Model] New VNF Statuses for CHANGE_EXT_CONN,16/02/2024,https://github.hpe.com/hpsd/nfvd/issues/11567
11566,[NFVD V2 Model] Lifecycle notifications for 'CHANGE_FLAVOUR' operation on VNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11566
11565,[NFVD V2 Model] New FF-API for 'CHANGE_FLAVOUR' operation on VNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11565
11563,"[DISCOVERY] In the AdoptVM, the Discovery Process is not getting the relationships with the Security Group",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11563
11557,[VCENTER] AdoptVM is not working properly,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11557
11519,Validate all of E2E tests suites with definitions cache for native Query changes,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11519
11509,[UI] - Add a button to view job request / response parsed in a modal window,04/11/2025,https://github.hpe.com/hpsd/nfvd/issues/11509
11470,Update Native Queries in RelationshipTemplateDbDao and VnfDetailsDbDao  to use NFVD Definitions Cache,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11470
11469,Update Native Queries in InstanceDbDao to use NFVD Definitions Cache ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11469
11467,Update Native Queries in ArtifactTemplateDbDao to use NFVD Definitions Cache,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11467
11466,Update Native Queries in ArtifactInstanceDbDao to use NFVD Definitions Cache,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11466
11462,HA and GR file cleanup,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11462
11426,[Research] - Investigate in Installer if `openldap` databases can be migrated from 7.x env. to RHEL 8.x environment.,12/11/2025,https://github.hpe.com/hpsd/nfvd/issues/11426
11416,[NFV-D model New test cases for initial VNFM request failure in ETSI_VNFLifeCycle KO e2e suites,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11416
11413,Release Notes - Compliance with QMS and Consistency in ORC,31/01/2024,https://github.hpe.com/hpsd/nfvd/issues/11413
11408,Migration folder to reorganise,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11408
11377,Add a new task for each resource deleted into the same jobId,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11377
11373,Integration tests with FF and UI changes for Delete Orphan Resources improvement,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11373
11372,Documentation and RNs related to Improve Delete Orphan Resources feature ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11372
11370,Add a new button in jobTracking to show the Audit table information when a k8s resource is deleted,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11370
11368,Support EDB repo 2.0 for Vagrant setup for NFVD,25/01/2024,https://github.hpe.com/hpsd/nfvd/issues/11368
11364,New API to get the audit information stored into NFVD_EVENTS_AUDIT table,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11364
11361,Store more information about the resources deleted into NFVD_EVENTS_AUDIT table,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11361
11360,Improve Delete arbitrary Kubernetes resources feature to give the possibility of group the resources,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11360
11359,Improve API to GET resources from k8s adding an optional parameter to group the resources by type,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11359
11357,[EPIC] Improving Delete Orphan Resources feature,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11357
11345,Use attribute definitions cache in FindByPath operations,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11345
11343,1b. Add `openstack-microservice.path` to `nfvd_configuration` table,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11343
11342,7d. Update NFVD e2e tests where OSPlugin is used,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11342
11341,7b. Update API integration test where OSPlugin is used,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11341
11340,5e. Update all components which uses OSPlugin,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11340
11339,3. Create new API in `nfvd-ff-openstack-microservice`,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11339
11322,Improve execution time in adopt vnf new ETSI test suite ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11322
11313,7e. Document changes related to `openstack-microservice`,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11313
11310,7c. Integration test of new `openstack-microservice`,27/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11310
11309,2. Add microservice configuration for new `openstack-microservice` in `https://github.hpe.com/hpsd/obt-configuration/tree/NFVD_configuration`,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11309
11308,5a. API changes to call new `openstack-microservice`,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11308
11307,5c. Workflow changes to call new `openstack-microservice` instead of `openstack-plugin`,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11307
11306,7a. Cloud changes to accommodate new `openstack-microservice`,01/07/2024,https://github.hpe.com/hpsd/nfvd/issues/11306
11304,5b. CICD changes to build `openstack-microservice` and `openstack-microservice-client` as part of NFVD kit generation,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11304
11303,6. Installer should install new `openstack-microservice`,25/06/2024,https://github.hpe.com/hpsd/nfvd/issues/11303
11302,5d. Update `nfv-director.sh` to start/stop/status new `openstack-microservice`,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11302
11300,4. Create new `nfvd-ff-openstack-microservice-client`,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11300
11299,1a. Create new microservice `nfvd-ff-openstack-microservice`,25/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11299
11288,[NFVD Installer]: Ansible Installer Improvement Ideas,17/01/2024,https://github.hpe.com/hpsd/nfvd/issues/11288
11283,Non homogeneous branch names,16/01/2024,https://github.hpe.com/hpsd/nfvd/issues/11283
11278,Recover CNF Snapshot refactor,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11278
11270,Enable HTTPS API documentation,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11270
11265,Include VOMP in new etsi E2E suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11265
11239,Replace Openstack plugin with new microservice,04/12/2024,https://github.hpe.com/hpsd/nfvd/issues/11239
11232,Support Pre&Post policies for ChangeCNF Package API,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11232
11230,Improving the quality of error messages,18/01/2024,https://github.hpe.com/hpsd/nfvd/issues/11230
11220,Create new API to get VIM placement at VDU level in v2 model instances,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11220
11219,Create new API to get VIM placement at VNF level in v2 model instances,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11219
11218,Create missing APIs for v2 model instances to get vnf configuration,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11218
11201,Clean images created in ETSI_VNFLifeCycleAdoptVNF e2e suite when it finishes running,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11201
11186,Allow copy jobid in tasks,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11186
11185,[RESEARCH] Api call /domains/uuid/organizations/uuid/datacenters/resources,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11185
11159,Design how to implement secure communications between all NFVD services,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11159
11153,[UI] - Add option to modify a restriction field,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11153
11152,"[UI] Consider ""Download parameters"" directly to browser",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11152
11151,[UI] Improvements in CNF Apply Changes,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11151
11150,[UI] Improvements in Change External Connectivity,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11150
11147,[RESEARCH] UI Angular migration roadmap,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11147
11145,[RESEARCH] Deploy VNF slowdown in VNFManager mode,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11145
11140,[RESEARCH] Api call /nfvd-ext/domains/uuid/organizations/uuid/quota/usage taking a lot of time returning 404,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11140
11136,[EPIC] Production Performance Observations of Long Running API Calls and DB Queries,04/11/2025,https://github.hpe.com/hpsd/nfvd/issues/11136
11123,"Add new test case in the RateLimit.xml suite to handle unexpired token, newly generated token and super token",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11123
11053,CNF E2E Test suite - aggressive-uninstall scenarios,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11053
11033,Add new test suite for values.yaml support on CNF deployment API,12/12/2023,https://github.hpe.com/hpsd/nfvd/issues/11033
11012,Support required capabilities needed on HAL Telefonica (Embedded manager),09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/11012
11009,Analysis of trivy vulnerabilities,15/03/2024,https://github.hpe.com/hpsd/nfvd/issues/11009
11000,Track any defects which we provide as part of 616-PBx but not included in 617,06/12/2023,https://github.hpe.com/hpsd/nfvd/issues/11000
10954,New endpoint to get LAST_QUERY_INFORMATION for a given vnf instance,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10954
10952,New testcase to handle empty release name in CNF charts,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10952
10942,[RESEARCH] Check attributes to apply the always-hidden property to them,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10942
10940,Improve method instanceManagement.createSubInstance,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10940
10904,Project ChiquiMETRICS :  Yes we HARRRRLLLLL! ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10904
10847,NFV-D 2024 : major topics,17/11/2023,https://github.hpe.com/hpsd/nfvd/issues/10847
10845,[NFVD][6.1.5 PB2] Enhance the current logging (5377759305),09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10845
10800,"Discovery job to be marked as failed on any exception from Openstack, in addition to making discovery process stage failed",08/03/2024,https://github.hpe.com/hpsd/nfvd/issues/10800
10792,New CNFLifeCycle e2e test cases to validate special CNF instance deletion cases ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10792
10787,Support PostPre processing policies in Change CNF Package operation,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10787
10780,Test Pre and Post Policies for Change CNF Package,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10780
10750,[RESEARCH] The relationship-list is empty for the endpoints,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10750
10738,Onboard API to consider permanent token,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10738
10722,Save Deploy CNF and Change CNF Package non-TLD mode errors in OUTPUT.Deployment_Result and Test_Output,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10722
10679,Add pagination support for endpoint /nfvd/instance/artifact/query/path?id=<?>&expression=<?>,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10679
10678,Add pagination support for FF APIs,31/10/2023,https://github.hpe.com/hpsd/nfvd/issues/10678
10664,"Update NFVD documentation to reflect latest architectural changes (AA removed, LM A/A, callbacks, etc.)",17/11/2025,https://github.hpe.com/hpsd/nfvd/issues/10664
10652,Add a new E2E test to test downloading a package from marketplace via oauth simulator and then delete it,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10652
10635,NotificationTimerImpl reuse token,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10635
10598,E2E Suite New ETSI to include test case for Shared Network,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10598
10591,History CNF on demand refactor,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10591
10582,Issues to be considered as a HF on top of 616-PB1 or as part of 616-PB2 or other alternatives?,24/11/2023,https://github.hpe.com/hpsd/nfvd/issues/10582
10574,[RESEARCH] NFVD Upgrade Export SQL statements permission denied error,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10574
10568,Refreshing local cache of configuration key value through event and to eliminate timers job,18/10/2023,https://github.hpe.com/hpsd/nfvd/issues/10568
10557,E2E classic etsi suite failure on a VM where either kafka or pulsar is installed,12/10/2023,https://github.hpe.com/hpsd/nfvd/issues/10557
10551,Issues on top of 6.1.5 PB2,29/11/2023,https://github.hpe.com/hpsd/nfvd/issues/10551
10549,Redesign notifications for Change CNF Package,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10549
10541,[UI] - Provide manage requests as an administration menu,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10541
10539,Image upload is not possible in NFVD,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10539
10532,[RESEARCH] Empty timestamps in nfvd_vnfm_sync_job,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10532
10530,NFVD 6.1.5 - Modify VNF API call is not supporting VIM Connection Info attribute. (5374689582),06/11/2023,https://github.hpe.com/hpsd/nfvd/issues/10530
10525,[RESEARCH] Import TOSCA  microservices is not started up due to the PID file missing ,31/10/2023,https://github.hpe.com/hpsd/nfvd/issues/10525
10514,VNF/CNF Adoption ->  Kafka/Pulsar Notification,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10514
10492,"Validation of Control of scripts (sql,sh,py) executions",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10492
10487,[UI] - Enhance coverage of unit tests (server side),04/11/2025,https://github.hpe.com/hpsd/nfvd/issues/10487
10484,[Test]: [EPIC] UI E2E component testing,04/11/2025,https://github.hpe.com/hpsd/nfvd/issues/10484
10472,Fix NFVD E2E packages to pass Puccinni validations,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10472
10469,[RESEARCH] Send notification to UI when the system disables ratelimit due to filebroker unavailibility,03/10/2023,https://github.hpe.com/hpsd/nfvd/issues/10469
10445,[SECURITY] Define necessary users with least privilege permissions for NFVD,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10445
10444,[SECURITY] Security document issues,04/11/2025,https://github.hpe.com/hpsd/nfvd/issues/10444
10440,[EPIC] ISSU Ongoing Improvements,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10440
10430,[RESEARCH] Option for Installer to execute POST scripts shellscripts/jars after successful installation/upgrade,28/09/2023,https://github.hpe.com/hpsd/nfvd/issues/10430
10399,[EPIC] Migrate NFV-D UI to latest Angular,18/06/2024,https://github.hpe.com/hpsd/nfvd/issues/10399
10398,Is it possible to avoid use of root to run jboss? (5376542673),07/12/2023,https://github.hpe.com/hpsd/nfvd/issues/10398
10358,Test suite stabilization,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10358
10356,[EPIC] CICD Improvements,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10356
10355,"Control of scripts (sql,sh,py) executions v2",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10355
10354,Project A41 - Phase III (User Interface) - UI to comply with existing Org/VDC/VNFG + discovery API ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10354
10308,Specify VNFM Authentication at the VNF level,20/09/2023,https://github.hpe.com/hpsd/nfvd/issues/10308
10304,Deprecate --recreate-pods in CNF management,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10304
10287,[RESEARCH] - Identify which endpoints are retrieving much more info than required,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10287
10284,"Project ""Less is More"" or How I Learned to Stop Worrying and Love the FF API",13/03/2024,https://github.hpe.com/hpsd/nfvd/issues/10284
10270,"Rate limit - new pipeline in jenkins to run (weekly) all suites (say. new etsi, etsi, vnf, cnf ) with rate limit enabled",28/03/2025,https://github.hpe.com/hpsd/nfvd/issues/10270
10266,[RESEARCH] - Offer a way to enhance the jobs list for parent and child jobs,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10266
10263,Migration script to update the isOauth flag,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10263
10262,Update documentation to include permanent token,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10262
10260,Nortbound callbacks for Dry&Run,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10260
10256,[RESEARCH] FF API not respond after a timeout when request to VNFM [SYNC],09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10256
10249,[RESEARCH] Errors when importing large VNF packages,10/05/2024,https://github.hpe.com/hpsd/nfvd/issues/10249
10202,E2E Suite modification for NEW ESTI Test suite.,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10202
10197,E2E Suite modification for CNF Test Suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10197
10187,[CICD] - [UI] - New pipeline with groovy file tracked in repository,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10187
10169,[RESEARCH]Ratelimit - All the queued messages should be processed when ratelimit is switched from enable to disable,06/08/2024,https://github.hpe.com/hpsd/nfvd/issues/10169
10160,Update RollbackETSIJobWithDeletionTestCase to avoid timeouts.,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10160
10139,"NFVD_IDM_WHITE_LIST is removed in NFVD 6.1.6 PB1 version, remove this table in next major version upgrade",30/08/2023,https://github.hpe.com/hpsd/nfvd/issues/10139
10121,Review DryRun CNF documentation for refactoring,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10121
10120,Check DryRun CNF test suite refactor,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10120
10119,New microservice endpoint for Dry&Run CNF,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10119
10118,Callback API for Dry&Run CNF operation,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10118
10117,Dry&Run CNF API refactor,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10117
10116,Dry&Run CNF refactor,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10116
10109,Align pythonneflix library with SDC.D for vcenter-microservice,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10109
10101,Update Ratelimit config automatically,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10101
10073,[ISSU] Delete the FF Pacemaker cluster when `nfvd_active_active_lm` is true,10/08/2023,https://github.hpe.com/hpsd/nfvd/issues/10073
10053,UI - Enhance look and feel for package info and policies,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10053
10047,Perform Refactoring of `edit_ui_pool.sh` and `edit_comic_pool.sh`,12/07/2024,https://github.hpe.com/hpsd/nfvd/issues/10047
10044,Regenerate CNF or Chart refactor,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10044
10034,Review keeping all history of CNF operation outputs and test results,03/08/2023,https://github.hpe.com/hpsd/nfvd/issues/10034
10023,Rollout Restart refactor,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10023
10001,Remove pending fixed paths and use filebroker URL ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/10001
9992,Create a migration script to delete all orphans VNF Components and containers,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9992
9989,[Sorpresas] Use the new attribute 'possible_azs' when affinity or antiaffinity apply,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9989
9984,Sorpesas least-used AZ first when allocating VDU instances with no policies,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9984
9979,"UI - Jobs management: Allow to ""Expand all"" and ""Collapse all"" tasks tree",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9979
9968,Assign new package/template to active instances (5374909753),25/07/2023,https://github.hpe.com/hpsd/nfvd/issues/9968
9966,Return error in all operation different to abandon vnf for v1 model instances in status MIGRATED_V2_MODEL,01/08/2023,https://github.hpe.com/hpsd/nfvd/issues/9966
9922,Completely honoring nfvdAllowedPlacement information in SORPRESAS,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9922
9920,Check Deploy CNF Test Suite,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9920
9913,Manual integration test of permanent token input ,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9913
9908,Create new test cases for Jobtracking searching and filtering by column fields for new ETSI e2e in current test cases OK and KO as well as in Classic ETSI,11/07/2023,https://github.hpe.com/hpsd/nfvd/issues/9908
9901,UI - Allow Create & Deploy for VDC,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9901
9900,Including 'PermanentToken' in the Update Authentication at namespace level wizard,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9900
9899,Including 'PermanentToken' in the Update Authentication at datacenter level wizard,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9899
9898,CNF test suite for  permanent token,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9898
9897,Update authentication at namespace level to consider isPermanentToken,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9897
9896,Update authentication at datacenter level to consider isPermanentToken,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9896
9886,Support Retry-After header in response for code 429,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9886
9864,New API endpoints to add lock and remove lock in runtime configuration table,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9864
9850,Documentation changes for improvements on GR installation in an Non ISSU usecase,18/10/2023,https://github.hpe.com/hpsd/nfvd/issues/9850
9841,"UI - Correct alignment and format of ""Skip auto restore points creation""",09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9841
9840,UI - Correct grey background in IP addressing modals,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9840
9820,E2E test suite to cover workflow ATTACH_VOLUME_HELION and CREATE_VOLUME_HELION,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9820
9811,Handle status polling of external resources via single external task,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9811
9784,Remove Internal Blocking Waits,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9784
9783,NorthBound NFVD Callbacks,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9783
9782,Kubernete Entity-Relationship model,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9782
9781,Long Size values,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9781
9780,TLDs metaworkflows,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9780
9779,Catalog caching and use of it,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9779
9777,Embedded Manager TLDs,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9777
9776,VNF Queries refactor in ETSI v2,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9776
9775,All CNF Operations refactor,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9775
9772,Validate NFVD ISSU Fresh installation without AM,05/07/2023,https://github.hpe.com/hpsd/nfvd/issues/9772
9769,Validate NFVD ISSU Fresh installation with 1.0.9 version AM.,05/07/2023,https://github.hpe.com/hpsd/nfvd/issues/9769
9767,EPIC : ISSU - Phase IV - Automated Process,20/11/2023,https://github.hpe.com/hpsd/nfvd/issues/9767
9766,[RESEARCH] Identify and Validate NFVD installer's pacemaker cluster negative usecases,28/09/2023,https://github.hpe.com/hpsd/nfvd/issues/9766
9765,EPIC - Improvements on GR installation in an Non ISSU usecase,28/02/2024,https://github.hpe.com/hpsd/nfvd/issues/9765
9764,Validate the GR upgrade from the previous version to the current version.,04/10/2023,https://github.hpe.com/hpsd/nfvd/issues/9764
9763,Validate the GR installation of the current version.,04/10/2023,https://github.hpe.com/hpsd/nfvd/issues/9763
9759,`nfvd_db_install.yml` playbook must be restricted to execute only from a node which belongs to GR Primary site,04/10/2023,https://github.hpe.com/hpsd/nfvd/issues/9759
9758,Review site by site upgrade feature for the GR installer with host-specific aliases in the inventory.yml,28/09/2023,https://github.hpe.com/hpsd/nfvd/issues/9758
9757,Review site by site fresh installation feature for the GR installer with host-specific aliases in the inventory.yml,28/09/2023,https://github.hpe.com/hpsd/nfvd/issues/9757
9686,[RESEARCH] Improve POST /grants (vnf) API performance,23/06/2023,https://github.hpe.com/hpsd/nfvd/issues/9686
9656,Translate exception messages triggered by hpsa-ep,09/10/2025,https://github.hpe.com/hpsd/nfvd/issues/9656
